Subject,Number,Course Title,Year,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,averageGPA,studentCount,courseDesc
CS,429,"Software Engineering II, ACP",2013,Spring,"Dig, Daniel",8,15,27,10,23,17,0,5,2,0,0,0,1,0,3.26,108,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 
CS,429,"Software Engineering II, ACP",2014,Spring,"Marinov, Darko",13,25,32,20,17,17,3,5,0,0,0,0,0,0,3.405,132,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 
CS,429,"Software Engineering II, ACP",2015,Spring,"Xie, Tao",16,18,12,20,25,6,4,2,0,0,1,0,0,0,3.384,104,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 
CS,429,"Software Engineering II, ACP",2016,Spring,"Xie, Tao",10,8,20,18,7,1,1,1,0,0,0,0,0,0,3.535,66,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 
CS,429,"Software Engineering II, ACP",2017,Spring,"Xie, Tao",2,9,10,5,7,4,3,0,0,0,0,0,0,0,3.4010000000000002,40,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 
CS,429,"Software Engineering II, ACP",2018,Spring,"Marinov, Darko",3,7,11,10,3,4,0,0,0,0,0,0,0,0,3.509,38,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 
CS,429,"Software Engineering II, ACP",2019,Spring,"Marinov, Darko",3,8,8,2,0,1,0,0,0,0,0,0,0,0,3.759,22,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 
CS,431,Embedded Systems,2010,Fall,"Sha, Lui R",4,7,4,15,7,3,0,1,0,0,0,0,1,0,3.325,42,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2010,Spring,"Caccamo, Marco",4,3,4,6,7,7,0,10,0,0,2,0,3,1,2.7030000000000003,47,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2011,Fall,"Caccamo, Marco",3,9,0,6,13,0,0,10,0,0,2,0,0,0,3.0,43,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2011,Spring,"Caccamo, Marco",3,3,4,8,4,6,0,11,0,0,2,0,1,0,2.7939999999999996,42,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2012,Fall,"Caccamo, Marco",6,1,2,7,5,5,0,12,0,0,5,0,0,0,2.698,43,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2013,Fall,"Caccamo, Marco",3,5,4,5,10,1,0,19,0,0,5,0,2,0,2.574,54,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2013,Spring,"Sha, Lui R",8,13,3,10,13,8,2,0,0,0,0,0,0,0,3.392,57,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2014,Fall,"Sha, Lui R",8,13,6,7,4,5,6,4,1,0,2,0,1,0,3.1639999999999997,57,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2014,Spring,"Sha, Lui R",10,19,12,8,4,4,0,1,0,0,0,0,0,0,3.6439999999999997,58,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2015,Fall,"Sha, Lui R",8,20,0,12,19,7,0,9,0,3,2,0,1,0,3.1069999999999998,81,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2015,Spring,"Caccamo, Marco",1,5,6,8,8,11,0,12,0,0,6,0,1,0,2.69,58,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2016,Fall,"Caccamo, Marco",3,9,2,11,16,7,8,7,3,0,5,0,3,0,2.72,74,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2016,Spring,"Sha, Lui R",3,2,0,10,16,3,4,3,3,0,0,0,0,0,2.946,44,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2017,Fall,"Caccamo, Marco",2,6,1,5,11,5,3,3,2,0,3,0,2,1,2.7439999999999998,44,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2017,Spring,"Sha, Lui R",5,7,18,16,5,1,0,1,0,0,0,0,0,0,3.528,53,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2018,Spring,"Sha, Lui R",7,10,7,8,3,0,0,4,0,0,0,0,0,0,3.5210000000000004,39,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,431,Embedded Systems,2019,Spring,"Sha, Lui R",3,8,12,6,5,0,0,2,0,0,0,0,0,0,3.528,36,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. 
CS,433,Computer System Organization,2010,Fall,"Adve, Sarita V",1,14,4,5,2,0,0,1,1,0,0,1,0,0,3.5060000000000002,29,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2010,Spring,"Adve, Sarita V",1,10,16,12,14,7,5,0,1,0,0,0,0,1,3.283,67,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2011,Fall,"Adve, Sarita V",3,7,4,2,4,2,1,1,0,0,1,0,1,0,3.2310000000000003,26,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2011,Spring,"Adve, Sarita V",0,7,14,18,13,1,1,2,1,2,1,0,0,1,3.2110000000000003,61,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2012,Fall,"Adve, Sarita V",5,6,7,8,5,2,0,2,1,0,0,0,0,0,3.398,36,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2013,Fall,"Torrellas, Josep",3,7,0,1,6,2,0,2,0,0,0,0,1,0,3.2119999999999997,22,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2013,Spring,"Adve, Sarita V",3,14,7,6,6,4,0,1,0,0,0,0,1,0,3.437,42,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2014,Fall,"Torrellas, Josep",4,6,2,3,8,0,1,2,0,0,1,0,0,1,3.284,28,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2014,Spring,"Adve, Sarita V",2,8,3,3,15,2,3,1,0,0,0,0,2,0,3.085,39,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2015,Fall,"Torrellas, Josep",5,9,1,0,7,0,0,2,1,0,0,0,1,0,3.321,26,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2015,Spring,"Garzaran, Maria J",4,6,0,1,3,0,2,4,0,0,0,0,1,0,3.095,21,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2016,Fall,"Adve, Sarita V",5,9,3,2,3,5,0,0,0,0,1,0,0,0,3.465,28,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2016,Spring,"Adve, Sarita V",0,6,5,4,5,2,0,1,1,0,0,0,0,0,3.32,24,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2017,Fall,"Torrellas, Josep",4,6,0,4,4,3,0,2,1,0,0,0,0,0,3.292,24,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2017,Spring,"Adve, Sarita V",5,6,4,5,4,1,1,0,0,0,0,0,0,0,3.551,26,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2018,Fall,"Adve, Sarita V",2,10,8,7,2,2,0,0,0,0,1,0,0,0,3.532,32,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2018,Spring,"Fletcher, Christopher W",3,5,5,3,4,1,0,2,1,0,0,0,0,0,3.362,24,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,433,Computer System Organization,2019,Spring,"Fletcher, Christopher W",2,4,7,3,2,3,1,1,0,0,1,0,0,0,3.293,24,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. 
CS,438,Communication Networks,2010,Fall,"Lumetta, Steven S",1,10,12,5,8,8,6,2,0,0,0,0,0,1,3.2310000000000003,53,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2010,Spring,"Caesar, Matthew C",5,2,5,2,5,2,2,4,3,0,2,1,4,3,2.532,40,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2011,Spring,"Godfrey, Philip B",2,4,4,6,3,3,0,4,1,1,2,2,3,0,2.572,35,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2012,Fall,"Vaidya, Nitin H",3,14,9,7,5,10,4,7,0,1,0,1,2,0,3.037,63,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2013,Fall,"Vaidya, Nitin H",2,22,7,2,28,4,4,11,2,1,0,1,0,0,3.092,84,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2013,Spring,"Kravets, Robin H",4,13,9,3,13,4,1,7,1,1,5,0,8,0,2.682,69,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2014,Fall,"Roy Choudhury, Romit",8,20,23,11,7,4,3,0,0,0,0,0,0,2,3.575,78,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2014,Spring,"Caesar, Matthew C",6,13,1,5,12,1,2,16,1,0,5,1,7,1,2.557,71,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2015,Fall,"Roy Choudhury, Romit",9,27,21,15,13,0,0,1,1,0,0,0,0,1,3.6060000000000003,88,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2015,Spring,"Kravets, Robin H",2,27,5,3,13,4,4,7,4,3,2,5,15,1,2.483,95,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2016,Fall,"Borisov, Nikita",2,11,9,8,7,12,9,8,4,2,1,0,8,0,2.6180000000000003,81,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2016,Spring,"Kravets, Robin H",3,30,3,5,8,6,2,3,1,2,4,4,12,0,2.667,83,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2017,Fall,"Al-Hassanieh, Haitham",7,20,12,9,23,3,5,2,0,0,0,0,0,0,3.391,81,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2017,Spring,"Kravets, Robin H",2,28,2,4,12,7,3,6,4,1,2,3,9,1,2.727,84,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2018,Fall,"Roy Choudhury, Romit",7,17,35,24,13,11,3,1,0,0,0,0,0,1,3.4389999999999996,112,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2018,Spring,"Kravets, Robin H",0,18,4,2,7,3,2,9,1,1,2,3,12,2,2.375,66,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,438,Communication Networks,2019,Spring,"Kravets, Robin H",1,21,8,1,8,1,3,5,5,0,3,1,6,2,2.8,65,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
CS,440,Artificial Intelligence,2010,Fall,"Dejong, Gerald F",11,13,2,1,15,4,1,7,0,0,9,0,2,0,2.887,65,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2010,Spring,"Amir, Eyal",6,9,11,3,11,8,0,3,4,0,2,0,3,2,2.99,62,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2011,Fall,"DeJong, Gerald F",7,14,4,6,14,3,2,10,0,0,3,1,1,0,3.031,65,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2011,Spring,"Hockenmaier, Julia C",2,11,12,16,13,12,10,7,1,4,3,0,1,2,2.909,94,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2012,Fall,"Lazebnik, Svetlana",17,29,13,4,17,5,1,10,3,5,5,1,0,1,3.173,111,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2013,Fall,"Lazebnik, Svetlana",21,57,5,9,25,6,0,20,0,1,5,4,2,6,3.228,161,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2013,Spring,"DeJong, Gerald F",3,19,7,4,17,7,7,7,8,1,6,2,0,2,2.83,90,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2014,Fall,"DeJong, Gerald F",0,53,0,0,48,0,0,16,0,0,2,0,0,2,3.2769999999999997,121,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2014,Spring,"DeJong, Gerald F",9,19,10,8,35,8,11,19,6,0,2,1,0,1,2.9530000000000003,129,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2015,Fall,"Lazebnik, Svetlana",30,52,7,5,44,5,2,19,1,3,5,1,4,0,3.2,178,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2015,Spring,"Lazebnik, Svetlana",18,59,7,7,41,0,0,19,2,0,5,1,9,1,3.137,169,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2016,Fall,"Hasegawa-Johnso, Mark A",8,21,0,2,24,1,4,9,0,2,2,1,4,0,2.948,78,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2016,Fall,"Lazebnik, Svetlana",27,52,8,6,55,3,3,22,1,1,4,2,1,0,3.2310000000000003,185,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2016,Spring,"DeJong, Gerald F",11,32,5,0,56,14,0,13,0,0,6,0,3,0,3.055,140,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2017,Fall,"Hasegawa-Johnso, Mark A",31,66,13,12,76,15,8,19,3,1,15,2,1,1,3.141,263,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2017,Fall,"Lazebnik, Svetlana",43,56,6,4,46,1,3,15,0,0,6,1,4,0,3.3280000000000003,185,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2017,Spring,"DeJong, Gerald F",3,52,3,0,54,2,0,49,0,0,3,0,1,0,2.99,167,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2018,Fall,"Fleck, Margaret M",40,53,55,42,29,29,10,7,2,1,2,3,4,0,3.3360000000000003,277,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2018,Spring,"Hasegawa-Johnso, Mark A",57,107,8,14,68,22,8,11,2,3,8,1,1,1,3.391,311,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2019,Spring,"Hasegawa-Johnso, Mark A",5,90,24,25,63,8,6,8,2,0,0,0,0,0,3.4419999999999997,231,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,440,Artificial Intelligence,2019,Spring,"Hockenmaier, Julia C",0,30,5,14,24,2,1,5,1,0,0,1,1,1,3.2969999999999997,85,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. "
CS,445,Computational Photography,2015,Fall,"Hoiem, Derek W",9,22,12,9,12,4,3,1,0,1,0,0,2,0,3.4,75,"Computer vision techniques to enhance, manipulate, and create media from photo collections, such as panoramic stitching, face morphing, texture synthesis, blending, and 3D reconstruction. "
CS,445,Computational Photography,2017,Fall,"Hoiem, Derek W",12,53,9,3,3,4,4,3,0,0,1,0,0,0,3.685,92,"Computer vision techniques to enhance, manipulate, and create media from photo collections, such as panoramic stitching, face morphing, texture synthesis, blending, and 3D reconstruction. "
CS,446,Machine Learning,2010,Fall,"Roth, Dan",7,11,7,3,3,3,3,0,0,0,0,0,2,1,3.3760000000000003,40,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2011,Fall,"Roth, Dan",8,13,6,6,1,1,0,0,0,0,0,0,1,0,3.657,36,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2012,Fall,"Roth, Dan",5,28,10,17,11,2,1,0,0,0,0,0,3,0,3.4539999999999997,77,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
CS,446,Machine Learning,2013,Fall,"Hockenmaier, Julia C",7,26,23,21,12,14,3,4,2,2,3,0,1,3,3.252,121,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. "
