Subject,Number,Course Title,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,courseDesc,averageGPA,studentCount
CS,438,Communication Networks,"Caesar, Matthew C",11,15,6,7,17,3,4,20,4,0,7,2,11,4,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",2.548,111
CS,438,Communication Networks,"Godfrey, Philip B",2,4,4,6,3,3,0,4,1,1,2,2,3,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",2.572,35
CS,438,Communication Networks,"Kravets, Robin H",12,137,31,18,61,25,15,37,16,8,18,16,62,6,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",2.619,462
CS,438,Communication Networks,"Lumetta, Steven S",1,10,12,5,8,8,6,2,0,0,0,0,0,1,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",3.231,53
CS,438,Communication Networks,"Roy Choudhury, Romit",24,64,79,50,33,15,6,2,1,0,0,0,0,4,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",3.53,278
CS,438,Communication Networks,"Vaidya, Nitin H",5,36,16,9,33,14,8,18,2,2,0,2,2,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",3.068,147
CS,440,Artificial Intelligence,"Amir, Eyal",6,9,11,3,11,8,0,3,4,0,2,0,3,2,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. ",2.99,62
CS,440,Artificial Intelligence,"DeJong, Gerald F",33,189,29,18,224,34,20,114,14,1,22,4,5,5,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. ",3.028,712
CS,440,Artificial Intelligence,"Dejong, Gerald F",11,13,2,1,15,4,1,7,0,0,9,0,2,0,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. ",2.887,65
CS,440,Artificial Intelligence,"Fleck, Margaret M",40,53,55,42,29,29,10,7,2,1,2,3,4,0,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. ",3.336,277
CS,440,Artificial Intelligence,"Hasegawa-Johnso, Mark A",101,284,45,53,231,46,26,47,7,6,25,4,6,2,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. ",3.291,883
CS,440,Artificial Intelligence,"Hockenmaier, Julia C",2,41,17,30,37,14,11,12,2,4,3,1,2,3,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. ",3.094,179
CS,440,Artificial Intelligence,"Lazebnik, Svetlana",156,305,46,35,228,20,9,105,7,10,30,10,20,8,"Major topics in and directions of research in artificial intelligence: AI languages (LISP and PROLOG), basic problem solving techniques, knowledge representation and computer inference, machine learning, natural language understanding, computer vision, robotics, and societal impacts. ",3.221,989
CS,445,Computational Photography,"Hoiem, Derek W",21,75,21,12,15,8,7,4,0,1,1,0,2,0,"Computer vision techniques to enhance, manipulate, and create media from photo collections, such as panoramic stitching, face morphing, texture synthesis, blending, and 3D reconstruction. ",3.557,167
CS,446,Machine Learning,"Hockenmaier, Julia C",14,55,32,40,24,30,9,10,2,4,3,1,3,4,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. ",3.225,231
CS,446,Machine Learning,"Koyejo, Oluwasanmi O",28,54,47,40,32,11,10,3,7,3,0,3,11,2,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. ",3.237,251
CS,446,Machine Learning,"Roth, Dan",52,144,121,165,77,26,4,7,0,0,6,0,18,3,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. ",3.399,623
CS,446,Machine Learning,"Schwing, Alexander G",10,44,23,21,27,13,0,1,0,0,1,0,2,2,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. ",3.444,144
CS,446,Machine Learning,"Telgarsky, Matus J",17,82,90,59,46,29,2,1,0,0,3,0,1,1,"Theory and basic techniques in machine learning. Major theoretical paradigms and key concepts developed in machine learning in the context of applications such as natural language and text processing, computer vision, data mining, adaptive computer systems and others. Review of several supervised and unsupervised learning approaches: methods for learning linear representations; on-line learning, Bayesian methods; decision-trees; features and kernels; clustering and dimensionality reduction. 3 undergraduate hours. 3 or 4 graduate hours. ",3.478,331
CS,447,Natural Language Processing,"Hockenmaier, Julia C",53,71,44,35,25,14,8,6,3,0,3,0,2,1,"Part-of-speech tagging, parsing, semantic analysis and machine translation. Relevant linguistics concepts from morphology (word formation) and lexical semantics (the meaning of words) to syntax (sentence structure) and compositional semantics (the meaning of sentences). ",3.504,265
CS,450,Numerical Analysis,"Bond, Stephen",2,14,1,3,3,5,1,1,3,0,1,2,3,1,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. ",2.864,40
CS,450,Numerical Analysis,"Fischer, Paul",21,85,86,83,87,51,37,18,14,1,7,2,3,5,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. ",3.169,500
CS,450,Numerical Analysis,"Heath, Michael T",29,73,72,68,74,53,31,24,15,3,5,3,4,7,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. ",3.124,461
CS,450,Numerical Analysis,"Hirani, Anil N",3,38,14,15,17,5,9,21,8,0,4,2,9,1,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. ",2.837,146
CS,450,Numerical Analysis,"Kloeckner, Andreas P",17,132,35,29,50,19,17,18,7,7,5,3,4,2,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. ",3.281,345
CS,450,Numerical Analysis,"Olson, Luke",1,45,24,22,23,7,7,10,12,5,1,7,6,0,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. ",2.951,170
CS,450,Numerical Analysis,"Solomonik, Edgar V",27,58,27,22,15,14,11,12,6,4,5,2,11,3,"Linear system solvers, optimization techniques, interpolation and approximation of functions, solving systems of nonlinear equations, eigenvalue problems, least squares, and quadrature; numerical handling of ordinary and partial differential equations. ",3.112,217
CS,457,Numerical Methods II,"Gropp, William D",1,8,0,0,2,0,3,2,6,0,0,0,2,0,"Continuation of CS 357. Orthogonalization methods for least squares, Krylov subspace methods, non-linear equations and optimization in multiple dimensions, initial and boundary value problems for ordinary and partial differential equations. No graduate credit. Credit is not given for both CS 457 and CS 450. ",2.625,24
CS,460,Security Laboratory,"Bambenek, John C",36,403,16,22,31,3,7,13,3,2,2,3,16,4,"Operating systems security: access control, least privilege mechancsm and malware techniques. Network security: firewalls, sniffing, tunnels, intrusion detection, AAA and worm structure. System security: forensics security architectures, and attack/defend exercises. Complements CS 461 via hands-on project. ",3.668,561
CS,460,Security Laboratory,"Hinrichs, Susan",0,37,23,4,2,1,0,3,1,1,1,0,1,0,"Operating systems security: access control, least privilege mechancsm and malware techniques. Network security: firewalls, sniffing, tunnels, intrusion detection, AAA and worm structure. System security: forensics security architectures, and attack/defend exercises. Complements CS 461 via hands-on project. ",3.573,74
CS,461,Computer Security I,"Bailey, Michael D",38,119,44,58,160,54,35,73,28,4,31,5,14,6,"Fundamental principles of computer and communications security and information assurance: ethics, privacy, notions of threat, vulnerabilities, and risk in systems, information warfare, malicious software, data secrecy and integrity issues, network security, trusted computing, mandatory and discretionary access controls, certification and accreditation of systems against security standards. Security mechanisms: authentication, auditing, intrusion detection, access control, cryptography, security protocols, key distribution. ",2.897,669
CS,461,Computer Security I,"Bobba, Rakesh",17,20,26,21,33,27,17,12,11,1,1,0,1,0,"Fundamental principles of computer and communications security and information assurance: ethics, privacy, notions of threat, vulnerabilities, and risk in systems, information warfare, malicious software, data secrecy and integrity issues, network security, trusted computing, mandatory and discretionary access controls, certification and accreditation of systems against security standards. Security mechanisms: authentication, auditing, intrusion detection, access control, cryptography, security protocols, key distribution. ",3.041,187
CS,461,Computer Security I,"Cunningham, Ryan M",44,184,93,70,73,31,26,5,2,0,8,0,7,3,"Fundamental principles of computer and communications security and information assurance: ethics, privacy, notions of threat, vulnerabilities, and risk in systems, information warfare, malicious software, data secrecy and integrity issues, network security, trusted computing, mandatory and discretionary access controls, certification and accreditation of systems against security standards. Security mechanisms: authentication, auditing, intrusion detection, access control, cryptography, security protocols, key distribution. ",3.444,546
CS,461,Computer Security I,"Hinrichs, Susan",6,87,8,23,140,0,14,70,0,0,4,0,1,4,"Fundamental principles of computer and communications security and information assurance: ethics, privacy, notions of threat, vulnerabilities, and risk in systems, information warfare, malicious software, data secrecy and integrity issues, network security, trusted computing, mandatory and discretionary access controls, certification and accreditation of systems against security standards. Security mechanisms: authentication, auditing, intrusion detection, access control, cryptography, security protocols, key distribution. ",3.044,357
CS,461,Computer Security I,"Nicol, David M",4,16,29,19,31,15,21,14,2,0,3,0,0,0,"Fundamental principles of computer and communications security and information assurance: ethics, privacy, notions of threat, vulnerabilities, and risk in systems, information warfare, malicious software, data secrecy and integrity issues, network security, trusted computing, mandatory and discretionary access controls, certification and accreditation of systems against security standards. Security mechanisms: authentication, auditing, intrusion detection, access control, cryptography, security protocols, key distribution. ",3.026,154
CS,463,Computer Security II,"Gunter, Carl",0,128,0,0,100,0,0,38,0,0,4,0,1,1,"Program security, trusted base, privacy, anonymity, non-interference, information flow, confinement, advanced auditing, forensics, intrusion detection, key management and distribution, policy composition and analysis, formal approaches to specification and verification of secure systems and protocols, and topics in applied cryptography. ",3.292,272
CS,465,User Interface Design,"Bailey, Brian P",11,135,98,79,275,70,42,53,13,3,5,0,4,1,"A project-focused course covering fundamental principles of user interface design, implementation, and evaluation. Small teams work on a term-long project that involves: analysis of the problem domain, user skills, and tasks; iterative prototyping of interfaces to address user needs; conducting several forms of evaluation such as cognitive walkthroughs and usability tests; implementation of the final prototype. Non-technical majors may enroll as non-programmers who participate in all aspects of the projects with the possible exception of implementation. ",3.113,789
CS,465,User Interface Design,"Fu, Wai-Tat",29,141,177,119,185,84,35,42,13,0,13,0,5,1,"A project-focused course covering fundamental principles of user interface design, implementation, and evaluation. Small teams work on a term-long project that involves: analysis of the problem domain, user skills, and tasks; iterative prototyping of interfaces to address user needs; conducting several forms of evaluation such as cognitive walkthroughs and usability tests; implementation of the final prototype. Non-technical majors may enroll as non-programmers who participate in all aspects of the projects with the possible exception of implementation. ",3.209,844
CS,465,User Interface Design,"Kirlik, Alex",6,68,68,41,49,9,10,3,1,1,0,0,2,0,"A project-focused course covering fundamental principles of user interface design, implementation, and evaluation. Small teams work on a term-long project that involves: analysis of the problem domain, user skills, and tasks; iterative prototyping of interfaces to address user needs; conducting several forms of evaluation such as cognitive walkthroughs and usability tests; implementation of the final prototype. Non-technical majors may enroll as non-programmers who participate in all aspects of the projects with the possible exception of implementation. ",3.432,258
CS,466,Introduction to Bioinformatics,"El-Kebir, Mohammed",7,14,7,3,4,1,0,0,0,0,0,0,0,0,"Algorithmic approaches in bioinformatics: (i) biological problems that can be solved computationally (e.g., discovering genes, and interactions among different genes and proteins); (ii) algorithmic techniques with wide applicability in solving these problems (e.g., dynamic programming and probabilistic methods); (iii) practical issues in translating the basic algorithmic ideas into accurate and efficient tools that biologists may use. ",3.732,36
CS,466,Introduction to Bioinformatics,"Peng, Jian",16,88,18,26,11,0,0,0,0,0,0,0,0,0,"Algorithmic approaches in bioinformatics: (i) biological problems that can be solved computationally (e.g., discovering genes, and interactions among different genes and proteins); (ii) algorithmic techniques with wide applicability in solving these problems (e.g., dynamic programming and probabilistic methods); (iii) practical issues in translating the basic algorithmic ideas into accurate and efficient tools that biologists may use. ",3.784,159
CS,466,Introduction to Bioinformatics,"Sinha, Saurabh",21,62,37,30,42,19,8,10,2,0,1,0,3,0,"Algorithmic approaches in bioinformatics: (i) biological problems that can be solved computationally (e.g., discovering genes, and interactions among different genes and proteins); (ii) algorithmic techniques with wide applicability in solving these problems (e.g., dynamic programming and probabilistic methods); (iii) practical issues in translating the basic algorithmic ideas into accurate and efficient tools that biologists may use. ",3.351,235
CS,466,Introduction to Bioinformatics,"Warnow, Tandy",2,6,4,2,1,1,0,1,2,0,1,0,1,0,"Algorithmic approaches in bioinformatics: (i) biological problems that can be solved computationally (e.g., discovering genes, and interactions among different genes and proteins); (ii) algorithmic techniques with wide applicability in solving these problems (e.g., dynamic programming and probabilistic methods); (iii) practical issues in translating the basic algorithmic ideas into accurate and efficient tools that biologists may use. ",3.112,21
CS,467,Social Visualization,"Karahalios, Kyratso G",39,160,80,34,23,4,1,4,1,0,0,0,3,1,"Visualizing social interaction in networked spaces: investigation of patterns in networked communications systems such as messaging (email, instant messaging), social networking sites and collaborative sites; social network theory and visualizations; exploration of how to move beyond existing visualization techniques; visualizing the network identity over compilations of online data. 3 undergraduate hours. 3 or 4 graduate hours. ",3.709,350
CS,473,Algorithms,"Erickson, Jeff G",5,8,11,12,11,10,10,16,9,4,4,7,3,1,"Fundamental techniques for algorithm design and analysis, including recursion, dynamic programming, randomization, dynamic data structures, fundamental graph algorithms, and NP-completeness. Intended for undergraduates in Computer Science and graduate students in other departments. ",2.512,111
CS,473,Algorithms,"Har-Peled, Sariel",2,8,9,3,1,6,3,2,3,0,2,0,0,1,"Fundamental techniques for algorithm design and analysis, including recursion, dynamic programming, randomization, dynamic data structures, fundamental graph algorithms, and NP-completeness. Intended for undergraduates in Computer Science and graduate students in other departments. ",3.078,40
CS,473,Algorithms,"Mehta, Ruta",1,8,12,4,3,4,2,4,2,0,0,0,1,0,"Fundamental techniques for algorithm design and analysis, including recursion, dynamic programming, randomization, dynamic data structures, fundamental graph algorithms, and NP-completeness. Intended for undergraduates in Computer Science and graduate students in other departments. ",3.147,41
CS,473,Fundamental Algorithms,"Chekuri, Chandra S",11,35,32,40,31,36,28,27,11,4,3,6,6,2,"Fundamental techniques for algorithm design and analysis, including recursion, dynamic programming, randomization, dynamic data structures, fundamental graph algorithms, and NP-completeness. Intended for undergraduates in Computer Science and graduate students in other departments. ",2.866,272
CS,473,Fundamental Algorithms,"Erickson, Jeff G",11,43,29,44,35,33,32,44,24,25,14,12,8,4,"Fundamental techniques for algorithm design and analysis, including recursion, dynamic programming, randomization, dynamic data structures, fundamental graph algorithms, and NP-completeness. Intended for undergraduates in Computer Science and graduate students in other departments. ",2.599,358
CS,473,Fundamental Algorithms,"Har-Peled, Sariel",2,26,36,38,41,48,46,46,33,16,15,9,6,1,"Fundamental techniques for algorithm design and analysis, including recursion, dynamic programming, randomization, dynamic data structures, fundamental graph algorithms, and NP-completeness. Intended for undergraduates in Computer Science and graduate students in other departments. ",2.537,363
CS,473,Fundamental Algorithms,"Kolla, Alexandra",7,9,27,29,42,41,36,28,12,4,2,0,2,2,"Fundamental techniques for algorithm design and analysis, including recursion, dynamic programming, randomization, dynamic data structures, fundamental graph algorithms, and NP-completeness. Intended for undergraduates in Computer Science and graduate students in other departments. ",2.771,241
CS,477,Formal Software Devel Methods,"Gunter, Elsa",10,9,0,2,1,3,2,2,1,0,1,1,0,0,"Mathematical models, languages, and methods for software specification, development, and verification. ",3.302,32
CS,477,Formal Software Devel Methods,"Parthasarathy, Madhusudan",6,5,6,3,1,0,0,0,0,0,0,1,1,2,"Mathematical models, languages, and methods for software specification, development, and verification. ",3.464,25
CS,484,Parallel Programming,"Kale, Laxmikant V",25,58,21,18,52,18,10,15,8,3,5,2,0,1,"Techniques for the programming of all classes of parallel computers and devices including shared memory and distributed memory multiprocessors, SIMD processors and co-processors, and special purpose devices. Key concepts in parallel programming such as reactive and transformational programming, speculation, speedup, isoefficiency, and load balancing. Synchronization primitives, libraries and languages for parallel programming such as OpenMP and MPI, performance monitoring, program tuning, analysis and programming of numerical and symbolic parallel algorithms. ",3.192,236
CS,484,Parallel Programming,"Padua, David A",0,4,1,0,7,0,0,7,0,0,3,0,0,0,"Techniques for the programming of all classes of parallel computers and devices including shared memory and distributed memory multiprocessors, SIMD processors and co-processors, and special purpose devices. Key concepts in parallel programming such as reactive and transformational programming, speculation, speedup, isoefficiency, and load balancing. Synchronization primitives, libraries and languages for parallel programming such as OpenMP and MPI, performance monitoring, program tuning, analysis and programming of numerical and symbolic parallel algorithms. ",2.621,22
CS,492,Senior Project I,"Woodley, Michael J",32,129,176,69,74,29,14,0,2,1,0,0,1,1,"First part of a project course in computer science. Students work in teams to solve typical commercial or industrial problems. Work involves planning, design, and implementation. Extensive oral and written work is required both on-campus and possibly off-campus at sponsors' locations. CS 492 must be taken as a sequence with either CS 493 or CS 494. CS 492 combined with CS 493 fulfills the Advanced Composition Requirement. No graduate credit. Credit is not given for both CS 492 and a project course in another engineering department for the same project. For Computer Science majors with senior standing. ",3.523,528
CS,493,"Senior Project II, ACP","Woodley, Michael J",49,141,87,45,28,10,3,2,1,1,1,0,5,0,Continuation of CS 492. Identical to CS 494 except for an additional writing component. See CS 494. 3 undergraduate hours. No graduate credit. Credit is not given for both CS 493 and a project course in another engineering department for the same project. ,3.632,373
CS,494,Senior Project II,"Woodley, Michael J",8,15,11,6,7,0,3,0,0,0,0,0,0,0,Continuation of CS 492. 3 undergraduate hours. No graduate credit. Credit is not given for both CS 494 and a project course in another engineering department for the same project. ,3.607,50
CS,498,Algorithms and Models of Comp,"Chekuri, Chandra S",13,51,47,35,38,39,39,38,20,12,10,13,3,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.788,358
CS,498,Algorithms and Models of Comp,"Erickson, Jeff G",1,12,3,8,8,6,8,5,9,7,3,2,2,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.527,74
CS,498,Algorithms and Models of Comp,"Pitt, Leonard B",21,36,30,47,43,32,38,31,33,29,23,8,6,4,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.604,381
CS,498,Algorithms and Models of Comp,"Viswanathan, Mahesh",19,37,67,14,39,80,19,35,13,34,10,0,0,2,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.829,369
CS,498,Algorithms for Big Data,"Chekuri, Chandra S",1,27,13,4,0,2,3,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.707,50
CS,498,Applied Machine Learning,"Forsyth, David A",20,582,157,104,21,0,0,8,0,0,2,0,14,2,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.757,910
CS,498,Applied Machine Learning,"Walker, Trevor A",7,412,47,11,10,3,1,1,3,1,0,1,10,4,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.816,511
CS,498,Art and Science of Web Prog,"Kumar, Ranjitha",17,75,57,69,43,28,37,8,8,4,3,0,3,3,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.223,355
CS,498,Art and Science of Web Progrm,"King, Samuel T",0,22,6,1,3,1,0,0,3,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.612,36
CS,498,Audio Computing Lab,"Smaragdis, Paris",28,45,14,7,2,4,0,0,0,0,0,0,1,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.796,102
CS,498,Cloud Computing,"Campbell, R H",25,57,29,22,17,14,7,4,2,0,1,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.51,178
CS,498,Cloud Computing Applications,"Campbell, R H",18,19,10,3,1,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.876,51
CS,498,Cloud Computing Applications,"Farivar, Reza",127,176,64,21,8,1,1,4,0,0,2,0,4,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.813,409
CS,498,Cloud Networking,"Godfrey, Philip B",8,8,3,3,2,0,0,2,0,0,0,0,4,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.167,30
CS,498,Computational Advertising,"Sundaram, Hari",7,17,24,7,4,1,0,0,0,0,1,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.657,61
CS,498,Computational Photography,"Hoiem, Derek W",16,13,12,4,3,3,0,0,1,0,0,1,0,2,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.636,55
CS,498,Cyber Dystopia,"Gunter, Carl",6,22,1,0,1,0,0,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.893,31
CS,498,Data Science & Analytics,"Campbell, R H",1,1,4,4,3,6,1,3,0,0,2,0,2,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.643,28
CS,498,Digital Forensics,"Campbell, R H",5,112,28,16,22,3,2,0,0,0,0,0,2,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.698,190
CS,498,Experimental Methods for HCI,"Kirlik, Alex",4,6,3,3,8,2,0,1,0,0,1,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.334,28
CS,498,Internet of Things,"Caesar, Matthew C",11,28,3,0,2,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.932,44
CS,498,Intro to Data Science,"Stodden, Victoria",11,9,15,3,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.817,38
CS,498,Intro to Parallel Programming,"Padua, David A",0,6,0,4,7,0,2,7,1,0,1,2,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.7,30
CS,498,Introduction to Deep Learning,"Lazebnik, Svetlana",49,10,2,1,12,0,0,10,2,0,3,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.441,90
CS,498,Learning and Computer Science,"Herman, Geoffrey L",2,7,1,1,6,0,0,2,0,0,1,0,1,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.143,21
CS,498,Mobile Interaction Design,"Bailey, Brian P",3,17,11,5,6,1,0,0,1,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.622,44
CS,498,Probability in CS,"Forsyth, David A",3,42,15,25,27,17,2,3,2,0,2,0,9,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.134,147
CS,498,Probability in CS,"Smaragdis, Paris",14,15,13,7,1,1,2,2,2,2,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.514,60
CS,498,Probability in Computer Sci,"Forsyth, David A",13,24,22,25,19,18,14,2,3,0,2,0,8,2,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.071,152
