courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f,courseDesc
425,Distributed Systems,2011,Spring,"Vaidya, Nitin H",2,16,5.0,2.0,11,3.0,3.0,1,0.0,0.0,0,0.0,0,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2012,Fall,"Gupta, Indranil",7,18,22.0,18.0,8,3.0,0.0,0,0.0,0.0,0,0.0,0,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2012,Spring,"Montanari, Mirko",3,5,8.0,1.0,2,3.0,2.0,0,0.0,0.0,0,0.0,0,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2013,Fall,"Gupta, Indranil",11,22,44.0,18.0,5,1.0,0.0,0,0.0,0.0,0,0.0,0,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2013,Spring,"Borisov, Nikita",7,9,17.0,6.0,9,4.0,2.0,2,2.0,1.0,1,0.0,4,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2014,Fall,"Gupta, Indranil",11,28,41.0,26.0,27,30.0,4.0,0,0.0,0.0,0,0.0,1,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2014,Spring,"Vaidya, Nitin H",5,17,17.0,18.0,17,2.0,7.0,4,0.0,0.0,2,0.0,1,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2015,Fall,"Gupta, Indranil",20,24,58.0,61.0,27,3.0,2.0,0,0.0,0.0,0,0.0,1,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2015,Spring,"Vaidya, Nitin H",2,26,8.0,19.0,22,22.0,14.0,11,5.0,3.0,0,0.0,0,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2016,Fall,"Gupta, Indranil",17,21,51.0,45.0,43,25.0,2.0,0,0.0,0.0,0,0.0,2,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2016,Spring,"Vaidya, Nitin H",6,35,18.0,16.0,47,13.0,5.0,14,3.0,5.0,0,1.0,2,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2017,Fall,"Gupta, Indranil",20,32,58.0,52.0,46,26.0,3.0,5,1.0,0.0,0,0.0,9,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2017,Spring,"Borisov, Nikita",11,25,24.0,20.0,20,21.0,17.0,10,4.0,6.0,4,1.0,5,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2018,Fall,"Gupta, Indranil",21,31,107.0,75.0,31,7.0,0.0,2,1.0,0.0,2,0.0,8,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2018,Spring,"Vaidya, Nitin H",5,38,40.0,49.0,31,26.0,19.0,9,1.0,0.0,1,1.0,1,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
425,Distributed Systems,2019,Spring,"Borisov, Nikita",15,33,23.0,25.0,26,17.0,13.0,6,2.0,2.0,2,0.0,4,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. "
426,Compiler Construction,2012,Fall,"Adve, Vikram S",3,5,2.0,0.0,4,4.0,0.0,3,0.0,0.0,0,0.0,1,"Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. "
426,Compiler Construction,2013,Fall,"Adve, Vikram S",3,6,6.0,3.0,4,0.0,0.0,0,0.0,0.0,1,0.0,2,"Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. "
426,Compiler Construction,2015,Fall,"Adve, Vikram S",2,7,5.0,3.0,2,1.0,0.0,4,0.0,0.0,0,0.0,0,"Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. "
426,Compiler Construction,2016,Fall,"Adve, Vikram S",0,11,4.0,7.0,3,5.0,2.0,0,0.0,0.0,0,0.0,0,"Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. "
427,Software Engineering I,2010,Fall,"Johnson, Ralph E",15,27,28.0,12.0,7,6.0,2.0,1,0.0,0.0,2,0.0,0,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
427,Software Engineering I,2011,Fall,"Dig, Daniel",4,45,26.0,37.0,15,7.0,3.0,3,2.0,0.0,0,0.0,2,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
427,Software Engineering I,2013,Fall,"Marinov, Darko",22,35,36.0,43.0,32,8.0,3.0,4,2.0,2.0,0,0.0,1,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
427,Software Engineering I,2014,Fall,"Xie, Tao",6,39,48.0,41.0,26,5.0,2.0,0,1.0,3.0,0,0.0,1,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
427,Software Engineering I,2015,Fall,"Marinov, Darko",13,46,32.0,30.0,17,15.0,12.0,5,0.0,0.0,0,0.0,1,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
427,Software Engineering I,2016,Fall,"Rosu, Grigore",9,16,21.0,16.0,25,15.0,17.0,5,2.0,1.0,0,0.0,1,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
427,Software Engineering I,2017,Fall,"Rosu, Grigore",15,37,15.0,21.0,18,7.0,6.0,2,1.0,1.0,2,0.0,1,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
427,Software Engineering I,2018,Fall,"Xie, Tao",85,43,10.0,4.0,1,0.0,0.0,1,0.0,0.0,0,0.0,2,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. "
428,Software Engineering II,2010,Spring,"Marinov, Darko",5,17,12.0,5.0,5,4.0,1.0,0,0.0,0.0,0,0.0,1,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. "
428,Software Engineering II,2011,Spring,"Johnson, Ralph E",2,8,7.0,5.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. "
428,Software Engineering II,2013,Spring,"Dig, Daniel",0,4,10.0,1.0,7,6.0,0.0,0,0.0,0.0,0,0.0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. "
428,Software Engineering II,2014,Spring,"Marinov, Darko",0,3,6.0,2.0,8,6.0,2.0,0,1.0,0.0,0,0.0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. "
428,Software Engineering II,2015,Spring,"Xie, Tao",6,10,8.0,6.0,5,2.0,0.0,0,0.0,0.0,0,0.0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. "
428,Software Engineering II,2016,Spring,"Xie, Tao",9,11,4.0,4.0,3,1.0,0.0,0,0.0,0.0,0,0.0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. "
429,"Software Engineering II, ACP",2010,Spring,"Marinov, Darko",5,17,15.0,3.0,13,6.0,2.0,2,0.0,0.0,0,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2011,Spring,"Johnson, Ralph E",4,20,16.0,15.0,10,6.0,1.0,0,0.0,0.0,0,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2013,Spring,"Dig, Daniel",8,15,27.0,10.0,23,17.0,0.0,5,2.0,0.0,0,0.0,1,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2014,Spring,"Marinov, Darko",13,25,32.0,20.0,17,17.0,3.0,5,0.0,0.0,0,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2015,Spring,"Xie, Tao",16,18,12.0,20.0,25,6.0,4.0,2,0.0,0.0,1,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2016,Spring,"Xie, Tao",10,8,20.0,18.0,7,1.0,1.0,1,0.0,0.0,0,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2017,Spring,"Xie, Tao",2,9,10.0,5.0,7,4.0,3.0,0,0.0,0.0,0,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2018,Spring,"Marinov, Darko",3,7,11.0,10.0,3,4.0,0.0,0,0.0,0.0,0,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
429,"Software Engineering II, ACP",2019,Spring,"Marinov, Darko",3,8,8.0,2.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428.
431,Embedded Systems,2010,Fall,"Sha, Lui R",4,7,4.0,15.0,7,3.0,0.0,1,0.0,0.0,0,0.0,1,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2010,Spring,"Caccamo, Marco",4,3,4.0,6.0,7,7.0,0.0,10,0.0,0.0,2,0.0,3,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2011,Fall,"Caccamo, Marco",3,9,0.0,6.0,13,0.0,0.0,10,0.0,0.0,2,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2011,Spring,"Caccamo, Marco",3,3,4.0,8.0,4,6.0,0.0,11,0.0,0.0,2,0.0,1,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2012,Fall,"Caccamo, Marco",6,1,2.0,7.0,5,5.0,0.0,12,0.0,0.0,5,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2013,Fall,"Caccamo, Marco",3,5,4.0,5.0,10,1.0,0.0,19,0.0,0.0,5,0.0,2,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2013,Spring,"Sha, Lui R",8,13,3.0,10.0,13,8.0,2.0,0,0.0,0.0,0,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2014,Fall,"Sha, Lui R",8,13,6.0,7.0,4,5.0,6.0,4,1.0,0.0,2,0.0,1,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2014,Spring,"Sha, Lui R",10,19,12.0,8.0,4,4.0,0.0,1,0.0,0.0,0,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2015,Fall,"Sha, Lui R",8,20,0.0,12.0,19,7.0,0.0,9,0.0,3.0,2,0.0,1,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2015,Spring,"Caccamo, Marco",1,5,6.0,8.0,8,11.0,0.0,12,0.0,0.0,6,0.0,1,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2016,Fall,"Caccamo, Marco",3,9,2.0,11.0,16,7.0,8.0,7,3.0,0.0,5,0.0,3,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2016,Spring,"Sha, Lui R",3,2,0.0,10.0,16,3.0,4.0,3,3.0,0.0,0,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2017,Fall,"Caccamo, Marco",2,6,1.0,5.0,11,5.0,3.0,3,2.0,0.0,3,0.0,2,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2017,Spring,"Sha, Lui R",5,7,18.0,16.0,5,1.0,0.0,1,0.0,0.0,0,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2018,Spring,"Sha, Lui R",7,10,7.0,8.0,3,0.0,0.0,4,0.0,0.0,0,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
431,Embedded Systems,2019,Spring,"Sha, Lui R",3,8,12.0,6.0,5,0.0,0.0,2,0.0,0.0,0,0.0,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours.
433,Computer System Organization,2010,Fall,"Adve, Sarita V",1,14,4.0,5.0,2,0.0,0.0,1,1.0,0.0,0,1.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2010,Spring,"Adve, Sarita V",1,10,16.0,12.0,14,7.0,5.0,0,1.0,0.0,0,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2011,Fall,"Adve, Sarita V",3,7,4.0,2.0,4,2.0,1.0,1,0.0,0.0,1,0.0,1,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2011,Spring,"Adve, Sarita V",0,7,14.0,18.0,13,1.0,1.0,2,1.0,2.0,1,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2012,Fall,"Adve, Sarita V",5,6,7.0,8.0,5,2.0,0.0,2,1.0,0.0,0,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2013,Fall,"Torrellas, Josep",3,7,0.0,1.0,6,2.0,0.0,2,0.0,0.0,0,0.0,1,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2013,Spring,"Adve, Sarita V",3,14,7.0,6.0,6,4.0,0.0,1,0.0,0.0,0,0.0,1,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2014,Fall,"Torrellas, Josep",4,6,2.0,3.0,8,0.0,1.0,2,0.0,0.0,1,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2014,Spring,"Adve, Sarita V",2,8,3.0,3.0,15,2.0,3.0,1,0.0,0.0,0,0.0,2,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2015,Fall,"Torrellas, Josep",5,9,1.0,0.0,7,0.0,0.0,2,1.0,0.0,0,0.0,1,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2015,Spring,"Garzaran, Maria J",4,6,0.0,1.0,3,0.0,2.0,4,0.0,0.0,0,0.0,1,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2016,Fall,"Adve, Sarita V",5,9,3.0,2.0,3,5.0,0.0,0,0.0,0.0,1,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2016,Spring,"Adve, Sarita V",0,6,5.0,4.0,5,2.0,0.0,1,1.0,0.0,0,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2017,Fall,"Torrellas, Josep",4,6,0.0,4.0,4,3.0,0.0,2,1.0,0.0,0,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2017,Spring,"Adve, Sarita V",5,6,4.0,5.0,4,1.0,1.0,0,0.0,0.0,0,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2018,Fall,"Adve, Sarita V",2,10,8.0,7.0,2,2.0,0.0,0,0.0,0.0,1,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2018,Spring,"Fletcher, Christopher W",3,5,5.0,3.0,4,1.0,0.0,2,1.0,0.0,0,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
433,Computer System Organization,2019,Spring,"Fletcher, Christopher W",2,4,7.0,3.0,2,3.0,1.0,1,0.0,0.0,1,0.0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design.
438,Communication Networks,2010,Fall,"Lumetta, Steven S",1,10,12.0,5.0,8,8.0,6.0,2,0.0,0.0,0,0.0,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2010,Spring,"Caesar, Matthew C",5,2,5.0,2.0,5,2.0,2.0,4,3.0,0.0,2,1.0,4,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2011,Spring,"Godfrey, Philip B",2,4,4.0,6.0,3,3.0,0.0,4,1.0,1.0,2,2.0,3,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2012,Fall,"Vaidya, Nitin H",3,14,9.0,7.0,5,10.0,4.0,7,0.0,1.0,0,1.0,2,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2013,Fall,"Vaidya, Nitin H",2,22,7.0,2.0,28,4.0,4.0,11,2.0,1.0,0,1.0,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2013,Spring,"Kravets, Robin H",4,13,9.0,3.0,13,4.0,1.0,7,1.0,1.0,5,0.0,8,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2014,Fall,"Roy Choudhury, Romit",8,20,23.0,11.0,7,4.0,3.0,0,0.0,0.0,0,0.0,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2014,Spring,"Caesar, Matthew C",6,13,1.0,5.0,12,1.0,2.0,16,1.0,0.0,5,1.0,7,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2015,Fall,"Roy Choudhury, Romit",9,27,21.0,15.0,13,0.0,0.0,1,1.0,0.0,0,0.0,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2015,Spring,"Kravets, Robin H",2,27,5.0,3.0,13,4.0,4.0,7,4.0,3.0,2,5.0,15,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2016,Fall,"Borisov, Nikita",2,11,9.0,8.0,7,12.0,9.0,8,4.0,2.0,1,0.0,8,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2016,Spring,"Kravets, Robin H",3,30,3.0,5.0,8,6.0,2.0,3,1.0,2.0,4,4.0,12,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2017,Fall,"Al-Hassanieh, Haitham",7,20,12.0,9.0,23,3.0,5.0,2,0.0,0.0,0,0.0,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2017,Spring,"Kravets, Robin H",2,28,2.0,4.0,12,7.0,3.0,6,4.0,1.0,2,3.0,9,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2018,Fall,"Roy Choudhury, Romit",7,17,35.0,24.0,13,11.0,3.0,1,0.0,0.0,0,0.0,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2018,Spring,"Kravets, Robin H",0,18,4.0,2.0,7,3.0,2.0,9,1.0,1.0,2,3.0,12,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
438,Communication Networks,2019,Spring,"Kravets, Robin H",1,21,8.0,1.0,8,1.0,3.0,5,5.0,0.0,3,1.0,6,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. "
